OBJECTID,FIPS,County,Tract_Name,Population_Total,Education_Population_AgeOver24,Education_Population_AgeOver24_LessThan9th,Percent_Education_Population_AgeOver24_LessThan9th,Education_Population_AgeOver24_No_High_School_Diploma,Percent_Education_Population_AgeOver24_No_High_School_Diploma,Education_Population_AgeOver24_High_School_Graduate,Percent_Education_Population_AgeOver24_High_School_Graduate,Education_Population_AgeOver24_Some_College_NoDegree,Percent_Education_Population_AgeOver24_Some_College_NoDegree,Education_Population_AgeOver24_Associates_Degree,Percent_Education_Population_AgeOver24_Associates_Degree,Education_Population_AgeOver24_Bachelors_Degree,Percent_Education_Population_AgeOver24_Bachelors_Degree,Education_Population_AgeOver24_Graduate_Degree_Higher,Percent_Education_Population_AgeOver24_Graduate_Degree_Higher,Education_Population_AgeOver24_HSD_Higher,Percent_Education_Population_AgeOver24_HSD_Higher,Education_Population_AgeOver24_Bachelors_Higher,Percent_Education_Population_AgeOver24_Bachelors_Higher,Education_Population_AgeOver24_LessThan9th_Or_No_High_School_Dip,Percent_Education_Population_AgeOver24_LessThan9th_Or_No_High_Sc
619,08059015900,JEFFERSON,"Census Tract 159, Jefferson County, Colorado",3686,2535,15,0.6,132,5.2,715,28.2,476,18.8,326,12.9,666,26.3,205,8.1,2388,94.2,871,34.4,147,5.8
620,08059009850,JEFFERSON,"Census Tract 98.50, Jefferson County, Colorado",2540,2072,0,0,0,0,137,6.6,340,16.4,95,4.6,796,38.4,704,34,2072,100,1500,72.4,0,0
621,08059009852,JEFFERSON,"Census Tract 98.52, Jefferson County, Colorado",4038,3096,29,0.9,59,1.9,882,28.5,598,19.3,304,9.8,682,22,542,17.5,3008,97.2,1224,39.5,88,2.8
622,08059012047,JEFFERSON,"Census Tract 120.47, Jefferson County, Colorado",4435,3031,53,1.7,118,3.9,592,19.5,991,32.7,268,8.8,655,21.6,354,11.7,2860,94.4,1009,33.3,171,5.6
623,08059011712,JEFFERSON,"Census Tract 117.12, Jefferson County, Colorado",4313,3122,20,0.6,43,1.4,582,18.6,676,21.7,293,9.4,1018,32.6,490,15.7,3059,98,1508,48.3,63,2
624,08059010901,JEFFERSON,"Census Tract 109.01, Jefferson County, Colorado",5293,4020,99,2.5,245,6.1,1104,27.5,815,20.3,276,6.9,860,21.4,621,15.4,3676,91.4,1481,36.8,344,8.6
625,08059012032,JEFFERSON,"Census Tract 120.32, Jefferson County, Colorado",2734,2033,0,0,20,1,254,12.5,378,18.6,185,9.1,690,33.9,506,24.9,2013,99,1196,58.8,20,1
626,08059012033,JEFFERSON,"Census Tract 120.33, Jefferson County, Colorado",2815,2238,42,1.9,51,2.3,287,12.8,438,19.6,228,10.2,744,33.2,448,20,2145,95.8,1192,53.3,93,4.2
627,08059009843,JEFFERSON,"Census Tract 98.43, Jefferson County, Colorado",8439,5676,0,0,187,3.3,758,13.4,729,12.8,330,5.8,2198,38.7,1474,26,5489,96.7,3672,64.7,187,3.3
628,08059012027,JEFFERSON,"Census Tract 120.27, Jefferson County, Colorado",3122,2559,11,0.4,6,0.2,372,14.5,606,23.7,221,8.6,840,32.8,503,19.7,2542,99.3,1343,52.5,17,0.6
629,08059010405,JEFFERSON,"Census Tract 104.05, Jefferson County, Colorado",2749,1934,67,3.5,200,10.3,395,20.4,333,17.2,130,6.7,525,27.1,284,14.7,1667,86.2,809,41.8,267,13.8
630,08059012026,JEFFERSON,"Census Tract 120.26, Jefferson County, Colorado",3347,2548,0,0,35,1.4,300,11.8,422,16.6,214,8.4,1042,40.9,535,21,2513,98.6,1577,61.9,35,1.4
631,08059012035,JEFFERSON,"Census Tract 120.35, Jefferson County, Colorado",5286,3660,0,0,0,0,155,4.2,323,8.8,199,5.4,1806,49.3,1177,32.2,3660,100,2983,81.5,0,0
632,08059012037,JEFFERSON,"Census Tract 120.37, Jefferson County, Colorado",3523,2780,38,1.4,87,3.1,448,16.1,745,26.8,230,8.3,694,25,538,19.4,2655,95.5,1232,44.3,125,4.5
633,08059012031,JEFFERSON,"Census Tract 120.31, Jefferson County, Colorado",4092,3069,0,0,49,1.6,323,10.5,686,22.4,306,10,1081,35.2,624,20.3,3020,98.4,1705,55.6,49,1.6
634,08059012030,JEFFERSON,"Census Tract 120.30, Jefferson County, Colorado",3867,2899,27,0.9,25,0.9,481,16.6,481,16.6,144,5,1029,35.5,712,24.6,2847,98.2,1741,60.1,52,1.8
635,08059009900,JEFFERSON,"Census Tract 99, Jefferson County, Colorado",2534,1631,0,0,64,3.9,240,14.7,241,14.8,117,7.2,502,30.8,467,28.6,1567,96.1,969,59.4,64,3.9
636,08059009846,JEFFERSON,"Census Tract 98.46, Jefferson County, Colorado",4733,3484,0,0,35,1,291,8.4,354,10.2,147,4.2,1379,39.6,1278,36.7,3449,99,2657,76.3,35,1
637,08059009847,JEFFERSON,"Census Tract 98.47, Jefferson County, Colorado",3262,2422,0,0,21,0.9,169,7,550,22.7,207,8.5,809,33.4,666,27.5,2401,99.1,1475,60.9,21,0.9
638,08059012023,JEFFERSON,"Census Tract 120.23, Jefferson County, Colorado",3545,2475,29,1.2,24,1,460,18.6,564,22.8,181,7.3,844,34.1,373,15.1,2422,97.9,1217,49.2,53,2.2
639,08059012048,JEFFERSON,"Census Tract 120.48, Jefferson County, Colorado",2449,1774,22,1.2,40,2.3,266,15,489,27.6,160,9,538,30.3,259,14.6,1712,96.5,797,44.9,62,3.5
640,08059009848,JEFFERSON,"Census Tract 98.48, Jefferson County, Colorado",2629,1860,32,1.7,17,0.9,115,6.2,385,20.7,79,4.2,742,39.9,490,26.3,1811,97.4,1232,66.2,49,2.6
641,08059009845,JEFFERSON,"Census Tract 98.45, Jefferson County, Colorado",4210,3287,39,1.2,17,0.5,138,4.2,411,12.5,113,3.4,1303,39.6,1266,38.5,3231,98.3,2569,78.2,56,1.7
642,08059009842,JEFFERSON,"Census Tract 98.42, Jefferson County, Colorado",3408,2376,65,2.7,33,1.4,312,13.1,355,14.9,192,8.1,777,32.7,642,27,2278,95.9,1419,59.7,98,4.1
643,08059012042,JEFFERSON,"Census Tract 120.42, Jefferson County, Colorado",3859,2640,1,0,74,2.8,515,19.5,560,21.2,214,8.1,927,35.1,349,13.2,2565,97.2,1276,48.3,75,2.8
644,08059012058,JEFFERSON,"Census Tract 120.58, Jefferson County, Colorado",3853,2952,11,0.4,102,3.5,465,15.8,694,23.5,208,7,994,33.7,478,16.2,2839,96.2,1472,49.9,113,3.9
645,08059011720,JEFFERSON,"Census Tract 117.20, Jefferson County, Colorado",4843,3640,20,0.5,194,5.3,513,14.1,494,13.6,136,3.7,1194,32.8,1089,29.9,3426,94.1,2283,62.7,214,5.8
646,08059012054,JEFFERSON,"Census Tract 120.54, Jefferson County, Colorado",3946,2923,0,0,41,1.4,287,9.8,362,12.4,159,5.4,1330,45.5,744,25.5,2882,98.6,2074,71,41,1.4
647,08059011803,JEFFERSON,"Census Tract 118.03, Jefferson County, Colorado",5435,3781,141,3.7,284,7.5,1513,40,733,19.4,297,7.9,606,16,207,5.5,3356,88.8,813,21.5,425,11.2
648,08059011602,JEFFERSON,"Census Tract 116.02, Jefferson County, Colorado",4409,2881,210,7.3,395,13.7,841,29.2,609,21.1,102,3.5,454,15.8,270,9.4,2276,79,724,25.1,605,21
649,08059010603,JEFFERSON,"Census Tract 106.03, Jefferson County, Colorado",3407,2730,74,2.7,170,6.2,599,21.9,636,23.3,186,6.8,717,26.3,348,12.7,2486,91.1,1065,39,244,8.9
650,08059012039,JEFFERSON,"Census Tract 120.39, Jefferson County, Colorado",5417,3872,0,0,193,5,865,22.3,880,22.7,328,8.5,1064,27.5,542,14,3679,95,1606,41.5,193,5
651,08059010100,JEFFERSON,"Census Tract 101, Jefferson County, Colorado",5553,3510,55,1.6,200,5.7,899,25.6,731,20.8,160,4.6,1020,29.1,445,12.7,3255,92.7,1465,41.7,255,7.3
652,08059012036,JEFFERSON,"Census Tract 120.36, Jefferson County, Colorado",3986,2733,0,0,27,1,271,9.9,583,21.3,177,6.5,985,36,690,25.2,2706,99,1675,61.3,27,1
653,08059012051,JEFFERSON,"Census Tract 120.51, Jefferson County, Colorado",3658,2619,17,0.6,35,1.3,360,13.7,497,19,214,8.2,1030,39.3,466,17.8,2567,98,1496,57.1,52,1.9
654,08059012055,JEFFERSON,"Census Tract 120.55, Jefferson County, Colorado",4037,2836,0,0,71,2.5,498,17.6,623,22,284,10,961,33.9,399,14.1,2765,97.5,1360,48,71,2.5
655,08059012052,JEFFERSON,"Census Tract 120.52, Jefferson County, Colorado",5234,3806,32,0.8,62,1.6,609,16,710,18.7,590,15.5,1383,36.3,420,11,3712,97.5,1803,47.4,94,2.4
656,08059012046,JEFFERSON,"Census Tract 120.46, Jefferson County, Colorado",2270,1572,12,0.8,98,6.2,333,21.2,444,28.2,171,10.9,325,20.7,189,12,1462,93,514,32.7,110,7
657,08059012024,JEFFERSON,"Census Tract 120.24, Jefferson County, Colorado",5387,3777,0,0,24,0.6,466,12.3,681,18,207,5.5,1422,37.6,977,25.9,3753,99.4,2399,63.5,24,0.6
658,08059012022,JEFFERSON,"Census Tract 120.22, Jefferson County, Colorado",5809,4185,22,0.5,4,0.1,726,17.3,782,18.7,397,9.5,1418,33.9,836,20,4159,99.4,2254,53.9,26,0.6
659,08059012045,JEFFERSON,"Census Tract 120.45, Jefferson County, Colorado",6185,4375,21,0.5,101,2.3,848,19.4,1055,24.1,375,8.6,1281,29.3,694,15.9,4253,97.2,1975,45.1,122,2.8
660,08059011904,JEFFERSON,"Census Tract 119.04, Jefferson County, Colorado",2716,2023,65,3.2,90,4.4,512,25.3,389,19.2,192,9.5,517,25.6,258,12.8,1868,92.3,775,38.3,155,7.6
661,08059011728,JEFFERSON,"Census Tract 117.28, Jefferson County, Colorado",2804,2029,21,1,56,2.8,346,17.1,435,21.4,118,5.8,597,29.4,456,22.5,1952,96.2,1053,51.9,77,3.8
662,08059011702,JEFFERSON,"Census Tract 117.02, Jefferson County, Colorado",5693,4151,115,2.8,189,4.6,1186,28.6,1118,26.9,198,4.8,1108,26.7,237,5.7,3847,92.7,1345,32.4,304,7.4
663,08059011701,JEFFERSON,"Census Tract 117.01, Jefferson County, Colorado",4599,3470,117,3.4,110,3.2,892,25.7,698,20.1,239,6.9,905,26.1,509,14.7,3243,93.5,1414,40.7,227,6.6
664,08059012049,JEFFERSON,"Census Tract 120.49, Jefferson County, Colorado",3921,2776,0,0,62,2.2,493,17.8,587,21.1,292,10.5,969,34.9,373,13.4,2714,97.8,1342,48.3,62,2.2
665,08059011730,JEFFERSON,"Census Tract 117.30, Jefferson County, Colorado",3388,2509,23,0.9,39,1.6,602,24,628,25,401,16,617,24.6,199,7.9,2447,97.5,816,32.5,62,2.5
666,08059011727,JEFFERSON,"Census Tract 117.27, Jefferson County, Colorado",3538,2824,103,3.6,47,1.7,525,18.6,662,23.4,152,5.4,897,31.8,438,15.5,2674,94.7,1335,47.3,150,5.3
667,08059012053,JEFFERSON,"Census Tract 120.53, Jefferson County, Colorado",4010,2973,23,0.8,44,1.5,764,25.7,827,27.8,347,11.7,652,21.9,316,10.6,2906,97.7,968,32.6,67,2.3
668,08059011202,JEFFERSON,"Census Tract 112.02, Jefferson County, Colorado",4920,3134,75,2.4,16,0.5,641,20.5,667,21.3,211,6.7,1027,32.8,497,15.9,3043,97.1,1524,48.6,91,2.9
669,08059011804,JEFFERSON,"Census Tract 118.04, Jefferson County, Colorado",4491,3180,93,2.9,265,8.3,1084,34.1,611,19.2,175,5.5,485,15.3,467,14.7,2822,88.7,952,29.9,358,11.2
670,08059011708,JEFFERSON,"Census Tract 117.08, Jefferson County, Colorado",4279,3033,43,1.4,141,4.6,792,26.1,576,19,236,7.8,834,27.5,411,13.6,2849,93.9,1245,41,184,6
671,08059980000,JEFFERSON,"Census Tract 9800, Jefferson County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,08059011711,JEFFERSON,"Census Tract 117.11, Jefferson County, Colorado",4349,3042,36,1.2,73,2.4,678,22.3,702,23.1,284,9.3,878,28.9,391,12.9,2933,96.4,1269,41.7,109,3.6
673,08059011951,JEFFERSON,"Census Tract 119.51, Jefferson County, Colorado",3409,2512,15,0.6,77,3.1,410,16.3,545,21.7,219,8.7,837,33.3,409,16.3,2420,96.3,1246,49.6,92,3.7
674,08059012038,JEFFERSON,"Census Tract 120.38, Jefferson County, Colorado",3910,2649,0,0,86,3.2,536,20.2,703,26.5,256,9.7,701,26.5,367,13.9,2563,96.8,1068,40.3,86,3.2
675,08059011725,JEFFERSON,"Census Tract 117.25, Jefferson County, Colorado",1844,1327,0,0,48,3.6,267,20.1,239,18,111,8.4,430,32.4,232,17.5,1279,96.4,662,49.9,48,3.6
676,08059011721,JEFFERSON,"Census Tract 117.21, Jefferson County, Colorado",2541,1891,0,0,38,2,364,19.2,284,15,140,7.4,656,34.7,409,21.6,1853,98,1065,56.3,38,2
677,08059012034,JEFFERSON,"Census Tract 120.34, Jefferson County, Colorado",3710,2784,11,0.4,15,0.5,150,5.4,313,11.2,154,5.5,1115,40.1,1026,36.9,2758,99.1,2141,76.9,26,0.9
678,08059011710,JEFFERSON,"Census Tract 117.10, Jefferson County, Colorado",3889,2904,20,0.7,105,3.6,564,19.4,633,21.8,395,13.6,854,29.4,333,11.5,2779,95.7,1187,40.9,125,4.3
679,08059011709,JEFFERSON,"Census Tract 117.09, Jefferson County, Colorado",3633,2678,59,2.2,206,7.7,765,28.6,654,24.4,300,11.2,390,14.6,304,11.4,2413,90.1,694,25.9,265,9.9
680,08059011726,JEFFERSON,"Census Tract 117.26, Jefferson County, Colorado",6079,4323,152,3.5,179,4.1,770,17.8,568,13.1,359,8.3,1550,35.9,745,17.2,3992,92.3,2295,53.1,331,7.6
681,08059011601,JEFFERSON,"Census Tract 116.01, Jefferson County, Colorado",3855,2742,232,8.5,265,9.7,854,31.1,568,20.7,164,6,524,19.1,135,4.9,2245,81.9,659,24,497,18.2
682,08059011731,JEFFERSON,"Census Tract 117.31, Jefferson County, Colorado",4317,3259,9,0.3,61,1.9,555,17,693,21.3,290,8.9,998,30.6,653,20,3189,97.9,1651,50.7,70,2.2
683,08059011550,JEFFERSON,"Census Tract 115.50, Jefferson County, Colorado",6491,4821,186,3.9,724,15,1101,22.8,1193,24.7,333,6.9,1032,21.4,252,5.2,3911,81.1,1284,26.6,910,18.9
684,08059011300,JEFFERSON,"Census Tract 113, Jefferson County, Colorado",3229,2605,85,3.3,83,3.2,609,23.4,539,20.7,203,7.8,747,28.7,339,13,2437,93.6,1086,41.7,168,6.5
685,08059010702,JEFFERSON,"Census Tract 107.02, Jefferson County, Colorado",5249,3959,258,6.5,176,4.4,983,24.8,889,22.5,184,4.6,845,21.3,624,15.8,3525,89,1469,37.1,434,10.9
686,08059010701,JEFFERSON,"Census Tract 107.01, Jefferson County, Colorado",4470,3428,37,1.1,176,5.1,992,28.9,751,21.9,180,5.3,786,22.9,506,14.8,3215,93.8,1292,37.7,213,6.2
687,08059012043,JEFFERSON,"Census Tract 120.43, Jefferson County, Colorado",5766,4243,43,1,62,1.5,638,15,994,23.4,317,7.5,1437,33.9,752,17.7,4138,97.5,2189,51.6,105,2.5
688,08059010502,JEFFERSON,"Census Tract 105.02, Jefferson County, Colorado",5092,3999,35,0.9,307,7.7,875,21.9,924,23.1,185,4.6,1069,26.7,604,15.1,3657,91.4,1673,41.8,342,8.6
689,08059010604,JEFFERSON,"Census Tract 106.04, Jefferson County, Colorado",2435,1736,53,3.1,106,6.1,552,31.8,326,18.8,172,9.9,353,20.3,174,10,1577,90.8,527,30.4,159,9.2
690,08059011000,JEFFERSON,"Census Tract 110, Jefferson County, Colorado",6290,4383,267,6.1,325,7.4,1060,24.2,1278,29.2,170,3.9,840,19.2,443,10.1,3791,86.5,1283,29.3,592,13.5
691,08059010902,JEFFERSON,"Census Tract 109.02, Jefferson County, Colorado",2517,1659,0,0,159,9.6,569,34.3,318,19.2,234,14.1,242,14.6,137,8.3,1500,90.4,379,22.8,159,9.6
692,08059010801,JEFFERSON,"Census Tract 108.01, Jefferson County, Colorado",2520,2040,0,0,23,1.1,319,15.6,336,16.5,106,5.2,681,33.4,575,28.2,2017,98.9,1256,61.6,23,1.1
693,08059010504,JEFFERSON,"Census Tract 105.04, Jefferson County, Colorado",3016,2334,19,0.8,49,2.1,226,9.7,374,16,102,4.4,983,42.1,581,24.9,2266,97.1,1564,67,68,2.9
694,08059010503,JEFFERSON,"Census Tract 105.03, Jefferson County, Colorado",4222,3244,60,1.8,133,4.1,813,25.1,730,22.5,233,7.2,791,24.4,484,14.9,3051,94.1,1275,39.3,193,5.9
695,08059010403,JEFFERSON,"Census Tract 104.03, Jefferson County, Colorado",5653,3784,150,4,311,8.2,1034,27.3,963,25.4,464,12.3,626,16.5,236,6.2,3323,87.8,862,22.8,461,12.2
696,08059012044,JEFFERSON,"Census Tract 120.44, Jefferson County, Colorado",4117,2835,28,1,46,1.6,383,13.5,572,20.2,238,8.4,1053,37.1,515,18.2,2761,97.4,1568,55.3,74,2.6
697,08059010308,JEFFERSON,"Census Tract 103.08, Jefferson County, Colorado",5829,4336,74,1.7,164,3.8,1150,26.5,863,19.9,619,14.3,985,22.7,481,11.1,4098,94.5,1466,33.8,238,5.5
698,08035014112,DOUGLAS,"Census Tract 141.12, Douglas County, Colorado",3913,2698,0,0,8,0.3,275,10.2,518,19.2,219,8.1,1112,41.2,566,21,2690,99.7,1678,62.2,8,0.3
699,08035014110,DOUGLAS,"Census Tract 141.10, Douglas County, Colorado",5716,3716,40,1.1,19,0.5,379,10.2,957,25.8,312,8.4,1251,33.7,758,20.4,3657,98.4,2009,54.1,59,1.6
700,08035014109,DOUGLAS,"Census Tract 141.09, Douglas County, Colorado",2882,2251,10,0.4,35,1.6,170,7.6,382,17,112,5,883,39.2,659,29.3,2206,98,1542,68.5,45,2
701,08035014108,DOUGLAS,"Census Tract 141.08, Douglas County, Colorado",4849,3368,0,0,26,0.8,386,11.5,577,17.1,236,7,1466,43.5,677,20.1,3342,99.2,2143,63.6,26,0.8
702,08035014202,DOUGLAS,"Census Tract 142.02, Douglas County, Colorado",2159,1536,0,0,69,4.5,237,15.4,354,23,126,8.2,474,30.9,276,18,1467,95.5,750,48.8,69,4.5
703,08035014116,DOUGLAS,"Census Tract 141.16, Douglas County, Colorado",5918,3968,47,1.2,49,1.2,574,14.5,632,15.9,150,3.8,1399,35.3,1117,28.2,3872,97.6,2516,63.4,96,2.4
704,08035014300,DOUGLAS,"Census Tract 143, Douglas County, Colorado",923,751,4,0.5,46,6.1,188,25,196,26.1,68,9.1,150,20,99,13.2,701,93.3,249,33.2,50,6.6
705,08035014107,DOUGLAS,"Census Tract 141.07, Douglas County, Colorado",3775,2654,42,1.6,14,0.5,279,10.5,501,18.9,243,9.2,920,34.7,655,24.7,2598,97.9,1575,59.3,56,2.1
706,08035014122,DOUGLAS,"Census Tract 141.22, Douglas County, Colorado",7137,4730,0,0,30,0.6,237,5,761,16.1,242,5.1,2317,49,1143,24.2,4700,99.4,3460,73.2,30,0.6
707,08035014602,DOUGLAS,"Census Tract 146.02, Douglas County, Colorado",2658,2028,18,0.9,87,4.3,441,21.7,461,22.7,94,4.6,614,30.3,313,15.4,1923,94.8,927,45.7,105,5.2
708,08035013901,DOUGLAS,"Census Tract 139.01, Douglas County, Colorado",7807,5642,0,0,132,2.3,909,16.1,1374,24.4,605,10.7,1568,27.8,1054,18.7,5510,97.7,2622,46.5,132,2.3
709,08035014503,DOUGLAS,"Census Tract 145.03, Douglas County, Colorado",5683,3893,21,0.5,71,1.8,547,14.1,1106,28.4,405,10.4,1277,32.8,466,12,3801,97.6,1743,44.8,92,2.3
710,08035013909,DOUGLAS,"Census Tract 139.09, Douglas County, Colorado",6016,4227,12,0.3,58,1.4,513,12.1,875,20.7,445,10.5,1643,38.9,681,16.1,4157,98.3,2324,55,70,1.7
711,08101003600,PUEBLO,"Census Tract 36, Pueblo County, Colorado",2134,1342,79,5.9,172,12.8,443,33,320,23.8,126,9.4,150,11.2,52,3.9,1091,81.3,202,15.1,251,18.7
712,08101003500,PUEBLO,"Census Tract 35, Pueblo County, Colorado",1876,1718,92,5.4,302,17.6,460,26.8,413,24,140,8.1,222,12.9,89,5.2,1324,77.1,311,18.1,394,23
713,08101002916,PUEBLO,"Census Tract 29.16, Pueblo County, Colorado",3228,2179,62,2.8,196,9,834,38.3,735,33.7,117,5.4,148,6.8,87,4,1921,88.2,235,10.8,258,11.8
714,08101002914,PUEBLO,"Census Tract 29.14, Pueblo County, Colorado",3161,2022,25,1.2,45,2.2,558,27.6,563,27.8,305,15.1,283,14,243,12,1952,96.5,526,26,70,3.4
715,08063962200,KIT CARSON,"Census Tract 9622, Kit Carson County, Colorado",1540,937,22,2.3,49,5.2,338,36.1,227,24.2,112,12,136,14.5,53,5.7,866,92.4,189,20.2,71,7.5
716,08063962300,KIT CARSON,"Census Tract 9623, Kit Carson County, Colorado",1081,807,8,1,29,3.6,341,42.3,163,20.2,91,11.3,116,14.4,59,7.3,770,95.4,175,21.7,37,4.6
717,08063962100,KIT CARSON,"Census Tract 9621, Kit Carson County, Colorado",4826,3454,153,4.4,283,8.2,1278,37,823,23.8,309,8.9,361,10.5,247,7.2,3018,87.4,608,17.6,436,12.6
718,08101002912,PUEBLO,"Census Tract 29.12, Pueblo County, Colorado",1770,1161,21,1.8,29,2.5,283,24.4,380,32.7,223,19.2,196,16.9,29,2.5,1111,95.7,225,19.4,50,4.3
719,08101980100,PUEBLO,"Census Tract 9801, Pueblo County, Colorado",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,08101002917,PUEBLO,"Census Tract 29.17, Pueblo County, Colorado",3128,2147,20,0.9,13,0.6,467,21.8,568,26.5,315,14.7,509,23.7,255,11.9,2114,98.5,764,35.6,33,1.5
721,08101003106,PUEBLO,"Census Tract 31.06, Pueblo County, Colorado",1321,924,19,2.1,55,6,330,35.7,276,29.9,76,8.2,123,13.3,45,4.9,850,92,168,18.2,74,8.1
722,08101003105,PUEBLO,"Census Tract 31.05, Pueblo County, Colorado",3446,2372,56,2.4,49,2.1,703,29.6,458,19.3,216,9.1,555,23.4,335,14.1,2267,95.6,890,37.5,105,4.5
723,08101002915,PUEBLO,"Census Tract 29.15, Pueblo County, Colorado",2693,1754,49,2.8,70,4,394,22.5,500,28.5,271,15.5,318,18.1,152,8.7,1635,93.2,470,26.8,119,6.8
724,08101002918,PUEBLO,"Census Tract 29.18, Pueblo County, Colorado",7480,4832,75,1.6,171,3.5,1321,27.3,1458,30.2,649,13.4,747,15.5,411,8.5,4586,94.9,1158,24,246,5.1
725,08101002913,PUEBLO,"Census Tract 29.13, Pueblo County, Colorado",3224,2526,31,1.2,65,2.6,658,26,732,29,286,11.3,495,19.6,259,10.3,2430,96.2,754,29.8,96,3.8
726,08101002911,PUEBLO,"Census Tract 29.11, Pueblo County, Colorado",2894,2078,41,2,26,1.3,495,23.8,533,25.6,289,13.9,416,20,278,13.4,2011,96.8,694,33.4,67,3.3
727,08101000903,PUEBLO,"Census Tract 9.03, Pueblo County, Colorado",521,4,0,0,0,0,0,0,0,0,0,0,4,100,0,0,4,100,4,100,0,0
728,08101002600,PUEBLO,"Census Tract 26, Pueblo County, Colorado",4089,2425,199,8.2,261,10.8,764,31.5,680,28,279,11.5,183,7.5,59,2.4,1965,81,242,10,460,19
729,08101002801,PUEBLO,"Census Tract 28.01, Pueblo County, Colorado",5194,3544,61,1.7,329,9.3,1192,33.6,1210,34.1,407,11.5,272,7.7,73,2.1,3154,89,345,9.7,390,11
730,08101002000,PUEBLO,"Census Tract 20, Pueblo County, Colorado",3186,2282,76,3.3,330,14.5,775,34,785,34.4,165,7.2,94,4.1,57,2.5,1876,82.2,151,6.6,406,17.8
731,08101001800,PUEBLO,"Census Tract 18, Pueblo County, Colorado",2208,1534,44,2.9,97,6.3,452,29.5,529,34.5,137,8.9,209,13.6,66,4.3,1393,90.8,275,17.9,141,9.2
732,08101001900,PUEBLO,"Census Tract 19, Pueblo County, Colorado",1624,1061,30,2.8,47,4.4,300,28.3,310,29.2,78,7.4,192,18.1,104,9.8,984,92.7,296,27.9,77,7.2
733,08101002400,PUEBLO,"Census Tract 24, Pueblo County, Colorado",1670,1119,43,3.8,117,10.5,384,34.3,334,29.8,100,8.9,93,8.3,48,4.3,959,85.7,141,12.6,160,14.3
734,08101001400,PUEBLO,"Census Tract 14, Pueblo County, Colorado",1476,1001,31,3.1,188,18.8,378,37.8,198,19.8,64,6.4,108,10.8,34,3.4,782,78.1,142,14.2,219,21.9
735,08101001700,PUEBLO,"Census Tract 17, Pueblo County, Colorado",4880,3377,92,2.7,118,3.5,882,26.1,1040,30.8,509,15.1,399,11.8,337,10,3167,93.8,736,21.8,210,6.2
736,08101000905,PUEBLO,"Census Tract 9.05, Pueblo County, Colorado",2242,1360,36,2.6,32,2.4,397,29.2,474,34.9,166,12.2,157,11.5,98,7.2,1292,95,255,18.8,68,5
737,08101003104,PUEBLO,"Census Tract 31.04, Pueblo County, Colorado",2189,1642,26,1.6,85,5.2,482,29.4,442,26.9,198,12.1,264,16.1,145,8.8,1531,93.2,409,24.9,111,6.8
738,08101002300,PUEBLO,"Census Tract 23, Pueblo County, Colorado",3985,2537,68,2.7,249,9.8,838,33,578,22.8,400,15.8,285,11.2,119,4.7,2220,87.5,404,15.9,317,12.5
739,08101002200,PUEBLO,"Census Tract 22, Pueblo County, Colorado",1577,979,36,3.7,109,11.1,275,28.1,310,31.7,165,16.9,61,6.2,23,2.3,834,85.2,84,8.6,145,14.8
740,08101002100,PUEBLO,"Census Tract 21, Pueblo County, Colorado",1394,1047,71,6.8,187,17.9,323,30.9,235,22.4,130,12.4,88,8.4,13,1.2,789,75.4,101,9.6,258,24.7
741,08101002802,PUEBLO,"Census Tract 28.02, Pueblo County, Colorado",3596,2655,163,6.1,82,3.1,776,29.2,875,33,235,8.9,306,11.5,218,8.2,2410,90.8,524,19.7,245,9.2
742,08101000200,PUEBLO,"Census Tract 2, Pueblo County, Colorado",2019,1235,78,6.3,89,7.2,452,36.6,337,27.3,174,14.1,89,7.2,16,1.3,1068,86.5,105,8.5,167,13.5
743,08101002906,PUEBLO,"Census Tract 29.06, Pueblo County, Colorado",4321,3086,0,0,56,1.8,619,20.1,703,22.8,414,13.4,842,27.3,452,14.6,3030,98.2,1294,41.9,56,1.8
744,08101002700,PUEBLO,"Census Tract 27, Pueblo County, Colorado",5328,3756,146,3.9,247,6.6,1303,34.7,1215,32.3,537,14.3,220,5.9,88,2.3,3363,89.5,308,8.2,393,10.5
745,08101001600,PUEBLO,"Census Tract 16, Pueblo County, Colorado",1737,1329,12,0.9,88,6.6,211,15.9,375,28.2,136,10.2,316,23.8,191,14.4,1229,92.5,507,38.1,100,7.5
746,08101002903,PUEBLO,"Census Tract 29.03, Pueblo County, Colorado",7952,5055,202,4,243,4.8,1541,30.5,966,19.1,572,11.3,966,19.1,565,11.2,4610,91.2,1531,30.3,445,8.8
747,08101000500,PUEBLO,"Census Tract 5, Pueblo County, Colorado",2062,1588,36,2.3,162,10.2,282,17.8,463,29.2,184,11.6,315,19.8,146,9.2,1390,87.5,461,29,198,12.5
748,08101000800,PUEBLO,"Census Tract 8, Pueblo County, Colorado",3130,2056,168,8.2,302,14.7,667,32.4,538,26.2,233,11.3,105,5.1,43,2.1,1586,77.1,148,7.2,470,22.9
749,08101002901,PUEBLO,"Census Tract 29.01, Pueblo County, Colorado",2983,1782,152,8.5,208,11.7,651,36.5,359,20.1,150,8.4,214,12,48,2.7,1422,79.8,262,14.7,360,20.2
