OBJECTID,FIPS,County,Tract_Name,Population_Total,Percent_Poverty_AllPeople_Income_Below_Pov_Level,Poverty_Per_Capita_Income,Housing_Poverty_Median_Household_Income,Housing_Poverty_Mean_Household_Income
1,08043979000,FREMONT,"Census Tract 9790, Fremont County, Colorado",3456,13.9,34452,44293,74535
2,08045951600,GARFIELD,"Census Tract 9516, Garfield County, Colorado",3806,17,35402,71957,90421
3,08069002803,LARIMER,"Census Tract 28.03, Larimer County, Colorado",53,37.7,42451,52333,67529
4,08125963200,YUMA,"Census Tract 9632, Yuma County, Colorado",5581,13.6,24963,50386,61418
5,08069002401,LARIMER,"Census Tract 24.01, Larimer County, Colorado",1352,4.7,48612,64962,89682
6,08069002402,LARIMER,"Census Tract 24.02, Larimer County, Colorado",2700,12.9,47063,75250,98851
7,08103951200,RIO BLANCO,"Census Tract 9512, Rio Blanco County, Colorado",2688,11.6,27239,62667,75180
8,08103951100,RIO BLANCO,"Census Tract 9511, Rio Blanco County, Colorado",3696,9.9,25939,51272,63795
9,08049000201,GRAND,"Census Tract 2.01, Grand County, Colorado",5225,4.1,44166,76736,92812
10,08049000202,GRAND,"Census Tract 2.02, Grand County, Colorado",6646,9.1,36731,61411,87758
11,08049000100,GRAND,"Census Tract 1, Grand County, Colorado",3432,18.4,30520,59152,72607
12,08081000600,MOFFAT,"Census Tract 6, Moffat County, Colorado",1274,23.5,25873,46648,65162
13,08081000500,MOFFAT,"Census Tract 5, Moffat County, Colorado",4558,10.6,25516,54028,62040
14,08081000400,MOFFAT,"Census Tract 4, Moffat County, Colorado",4602,23.7,28302,56321,68890
15,08081000300,MOFFAT,"Census Tract 3, Moffat County, Colorado",2693,13,38058,75359,89368
16,08057955600,JACKSON,"Census Tract 9556, Jackson County, Colorado",1261,9.6,28199,53300,64192
17,08121924100,WASHINGTON,"Census Tract 9241, Washington County, Colorado",2043,10.5,31395,53194,71863
18,08107000800,ROUTT,"Census Tract 8, Routt County, Colorado",2095,9.9,34301,72571,87367
19,08107000700,ROUTT,"Census Tract 7, Routt County, Colorado",4919,12.7,53115,74107,117599
20,08107000500,ROUTT,"Census Tract 5, Routt County, Colorado",4488,8.5,42121,85406,111757
21,08107000200,ROUTT,"Census Tract 2, Routt County, Colorado",2293,9.3,27714,63026,73049
22,08107000400,ROUTT,"Census Tract 4, Routt County, Colorado",3949,12.4,42604,87946,118024
23,08107000600,ROUTT,"Census Tract 6, Routt County, Colorado",3017,8.7,50434,103594,121860
24,08107000300,ROUTT,"Census Tract 3, Routt County, Colorado",2323,6.8,42719,68750,87652
25,08107000100,ROUTT,"Census Tract 1, Routt County, Colorado",1988,19.9,46287,75226,106111
26,08051963900,GUNNISON,"Census Tract 9639, Gunnison County, Colorado",1033,10.7,33241,59779,71666
27,08051963700,GUNNISON,"Census Tract 9637, Gunnison County, Colorado",6622,22.7,24039,42148,55941
28,08051963600,GUNNISON,"Census Tract 9636, Gunnison County, Colorado",4437,7.6,36718,65446,86541
29,08051963800,GUNNISON,"Census Tract 9638, Gunnison County, Colorado",4710,7.8,39157,82813,99724
30,08021974900,CONEJOS,"Census Tract 9749, Conejos County, Colorado",4366,18.4,21797,42880,54295
31,08021974800,CONEJOS,"Census Tract 9748, Conejos County, Colorado",3762,25.6,19297,32527,45405
32,08037000703,EAGLE,"Census Tract 7.03, Eagle County, Colorado",2701,9.6,69336,78472,135613
33,08037000301,EAGLE,"Census Tract 3.01, Eagle County, Colorado",6964,8.1,49784,101406,135620
34,08037000702,EAGLE,"Census Tract 7.02, Eagle County, Colorado",1453,10.2,77563,99259,158686
35,08037000402,EAGLE,"Census Tract 4.02, Eagle County, Colorado",4800,5.2,50055,111833,157588
36,08037000501,EAGLE,"Census Tract 5.01, Eagle County, Colorado",462,10.6,100245,74444,191340
37,08037000502,EAGLE,"Census Tract 5.02, Eagle County, Colorado",4224,6.7,35425,95827,108103
38,08037000302,EAGLE,"Census Tract 3.02, Eagle County, Colorado",2253,17.3,48747,75429,102521
39,08037000403,EAGLE,"Census Tract 4.03, Eagle County, Colorado",8857,6.7,40456,102695,121694
40,08037000701,EAGLE,"Census Tract 7.01, Eagle County, Colorado",1693,5.9,48968,104063,138729
41,08037000401,EAGLE,"Census Tract 4.01, Eagle County, Colorado",4387,11.1,31231,63944,82024
42,08037000503,EAGLE,"Census Tract 5.03, Eagle County, Colorado",6539,12.8,46534,76303,118373
43,08037000100,EAGLE,"Census Tract 1, Eagle County, Colorado",1463,2.7,28370,90116,81065
44,08037000600,EAGLE,"Census Tract 6, Eagle County, Colorado",1446,1.8,42430,86694,95303
45,08037000200,EAGLE,"Census Tract 2, Eagle County, Colorado",7439,4.8,33508,79157,91702
46,08045951901,GARFIELD,"Census Tract 9519.01, Garfield County, Colorado",4936,8.2,29421,62708,81580
47,08045951701,GARFIELD,"Census Tract 9517.01, Garfield County, Colorado",4162,4.8,37567,80144,99133
48,08045951902,GARFIELD,"Census Tract 9519.02, Garfield County, Colorado",7182,5.2,34733,90672,99936
49,08045951702,GARFIELD,"Census Tract 9517.02, Garfield County, Colorado",3183,7.4,33264,57798,68780
50,08045952001,GARFIELD,"Census Tract 9520.01, Garfield County, Colorado",5347,9.6,26313,64933,71329
51,08045952002,GARFIELD,"Census Tract 9520.02, Garfield County, Colorado",8604,9.7,26586,67966,76873
52,08045951803,GARFIELD,"Census Tract 9518.03, Garfield County, Colorado",6379,9.4,32521,80816,92412
53,08045951804,GARFIELD,"Census Tract 9518.04, Garfield County, Colorado",4533,12.8,44739,84853,111308
54,08045951802,GARFIELD,"Census Tract 9518.02, Garfield County, Colorado",4109,6.2,44141,96033,127813
55,08045952100,GARFIELD,"Census Tract 9521, Garfield County, Colorado",6814,6.5,32185,64758,84634
56,08067970704,LA PLATA,"Census Tract 9707.04, La Plata County, Colorado",3955,11.8,52514,68306,110930
57,08067970703,LA PLATA,"Census Tract 9707.03, La Plata County, Colorado",6047,11.3,43689,78738,93998
58,08067970701,LA PLATA,"Census Tract 9707.01, La Plata County, Colorado",4995,4.4,37175,77515,96426
59,08067940300,LA PLATA,"Census Tract 9403, La Plata County, Colorado",6378,14.7,27494,54863,70843
60,08097000500,PITKIN,"Census Tract 5, Pitkin County, Colorado",2781,8.2,45141,93194,117671
61,08097000401,PITKIN,"Census Tract 4.01, Pitkin County, Colorado",4779,5.3,72828,76034,143267
62,08097000402,PITKIN,"Census Tract 4.02, Pitkin County, Colorado",2926,9.8,62633,97857,148838
63,08097000100,PITKIN,"Census Tract 1, Pitkin County, Colorado",7440,5.9,43931,72263,99750
64,08117000402,SUMMIT,"Census Tract 4.02, Summit County, Colorado",6025,8.8,42637,107793,109324
65,08117000401,SUMMIT,"Census Tract 4.01, Summit County, Colorado",4144,8.1,42560,85921,106293
66,08117000100,SUMMIT,"Census Tract 1, Summit County, Colorado",8332,6,40669,77692,96071
67,08117000200,SUMMIT,"Census Tract 2, Summit County, Colorado",7665,10.5,39774,85109,110169
68,08117000300,SUMMIT,"Census Tract 3, Summit County, Colorado",4483,6.1,41988,70857,84591
69,08067971100,LA PLATA,"Census Tract 9711, La Plata County, Colorado",4214,14.6,39455,52992,89709
70,08067971000,LA PLATA,"Census Tract 9710, La Plata County, Colorado",3297,6.8,39588,70904,92397
71,08067970900,LA PLATA,"Census Tract 9709, La Plata County, Colorado",4055,6.6,40413,63715,93650
72,08067970800,LA PLATA,"Census Tract 9708, La Plata County, Colorado",7187,8.7,43952,72385,115365
73,08067940400,LA PLATA,"Census Tract 9404, La Plata County, Colorado",5868,8.8,36132,67381,90804
74,08067970600,LA PLATA,"Census Tract 9706, La Plata County, Colorado",9621,5.6,38975,72574,93456
75,08065961900,LAKE,"Census Tract 9619, Lake County, Colorado",2102,21.4,25137,45119,60638
76,08065961700,LAKE,"Census Tract 9617, Lake County, Colorado",5649,12,30605,51548,66391
77,08029965100,DELTA,"Census Tract 9651, Delta County, Colorado",3970,22,21953,40179,52130
78,08029965200,DELTA,"Census Tract 9652, Delta County, Colorado",4550,23,25097,41429,61218
79,08029964600,DELTA,"Census Tract 9646, Delta County, Colorado",3407,12.2,34764,48448,74672
80,08029965000,DELTA,"Census Tract 9650, Delta County, Colorado",4497,19.4,32635,44199,77060
81,08029964900,DELTA,"Census Tract 9649, Delta County, Colorado",5849,18.1,22727,45585,57847
82,08029964800,DELTA,"Census Tract 9648, Delta County, Colorado",4117,19.6,18277,43488,62053
83,08029964700,DELTA,"Census Tract 9647, Delta County, Colorado",4175,13,32385,58906,76328
84,08003960300,ALAMOSA,"Census Tract 9603, Alamosa County, Colorado",5455,38,17736,28256,44358
85,08003960200,ALAMOSA,"Census Tract 9602, Alamosa County, Colorado",6163,21.3,24822,42656,61097
86,08113968102,SAN MIGUEL,"Census Tract 9681.02, San Miguel County, Colorado",2107,18.9,48347,59727,102094
87,08113968101,SAN MIGUEL,"Census Tract 9681.01, San Miguel County, Colorado",1965,15,46222,67356,101248
88,08113968103,SAN MIGUEL,"Census Tract 9681.03, San Miguel County, Colorado",2140,3.1,56088,81429,111903
89,08113968200,SAN MIGUEL,"Census Tract 9682, San Miguel County, Colorado",1837,8.2,38006,62300,93840
90,08079973600,MINERAL,"Census Tract 9736, Mineral County, Colorado",824,13.7,33955,62188,74266
91,08083941100,MONTEZUMA,"Census Tract 9411, Montezuma County, Colorado",1815,25.8,13707,27927,36426
92,08083969400,MONTEZUMA,"Census Tract 9694, Montezuma County, Colorado",3628,18,20871,36880,47644
93,08083969100,MONTEZUMA,"Census Tract 9691, Montezuma County, Colorado",3718,17.7,27436,52222,63575
94,08083969200,MONTEZUMA,"Census Tract 9692, Montezuma County, Colorado",2632,10.9,28491,58887,63814
95,08083969000,MONTEZUMA,"Census Tract 9690, Montezuma County, Colorado",3407,5.9,30560,49410,67400
96,08083969600,MONTEZUMA,"Census Tract 9696, Montezuma County, Colorado",4858,10.6,27419,63644,69411
97,08083969300,MONTEZUMA,"Census Tract 9693, Montezuma County, Colorado",5973,19.5,27417,52245,63705
98,08003960000,ALAMOSA,"Census Tract 9600, Alamosa County, Colorado",1868,11.4,25673,51827,63893
99,08003960100,ALAMOSA,"Census Tract 9601, Alamosa County, Colorado",2621,9.2,22423,51544,65428
100,08091967600,OURAY,"Census Tract 9676, Ouray County, Colorado",4796,7.2,41160,66417,89953
101,08033000100,DOLORES,"Census Tract 1, Dolores County, Colorado",1857,13.2,26323,45972,62136
102,08109977600,SAGUACHE,"Census Tract 9776, Saguache County, Colorado",3368,18.1,23104,34233,45159
103,08109977700,SAGUACHE,"Census Tract 9777, Saguache County, Colorado",3224,17,21892,43507,61087
104,08105976700,RIO GRANDE,"Census Tract 9767, Rio Grande County, Colorado",5079,21.1,21046,37583,51954
105,08105977000,RIO GRANDE,"Census Tract 9770, Rio Grande County, Colorado",4421,11.7,30588,51028,71140
106,08105976800,RIO GRANDE,"Census Tract 9768, Rio Grande County, Colorado",1805,18.8,19819,33419,41339
107,08077001706,MESA,"Census Tract 17.06, Mesa County, Colorado",6189,33.8,16045,34056,43363
108,08077001707,MESA,"Census Tract 17.07, Mesa County, Colorado",5826,18.4,26466,51154,62996
109,08077001001,MESA,"Census Tract 10.01, Mesa County, Colorado",5613,5.9,39803,53042,89379
110,08077000602,MESA,"Census Tract 6.02, Mesa County, Colorado",4627,30.5,19376,30640,41439
111,08077000500,MESA,"Census Tract 5, Mesa County, Colorado",3117,27.3,11040,26607,35193
112,08077000400,MESA,"Census Tract 4, Mesa County, Colorado",3669,23.6,27693,48098,62901
113,08077001302,MESA,"Census Tract 13.02, Mesa County, Colorado",5149,4.7,33376,72900,87136
114,08077001102,MESA,"Census Tract 11.02, Mesa County, Colorado",4515,8.8,32750,61858,77953
115,08077000300,MESA,"Census Tract 3, Mesa County, Colorado",1444,22.6,29456,32528,49509
116,08077000200,MESA,"Census Tract 2, Mesa County, Colorado",2068,24.8,24168,27283,42672
117,08077001404,MESA,"Census Tract 14.04, Mesa County, Colorado",5012,1.3,47468,92845,114345
118,08077001501,MESA,"Census Tract 15.01, Mesa County, Colorado",13408,12.2,25112,59389,63539
119,08077001403,MESA,"Census Tract 14.03, Mesa County, Colorado",3423,3.6,38302,75887,89229
120,08077001301,MESA,"Census Tract 13.01, Mesa County, Colorado",8772,25.5,23975,48160,56056
121,08077001002,MESA,"Census Tract 10.02, Mesa County, Colorado",6524,12.2,37700,57605,81577
122,08077000900,MESA,"Census Tract 9, Mesa County, Colorado",3547,14.6,31373,57528,68630
123,08077001101,MESA,"Census Tract 11.01, Mesa County, Colorado",8122,10.2,24848,50732,57994
124,08077000800,MESA,"Census Tract 8, Mesa County, Colorado",9164,14,26153,59375,75237
125,08077000700,MESA,"Census Tract 7, Mesa County, Colorado",4268,19.2,23800,39102,50557
126,08077001900,MESA,"Census Tract 19, Mesa County, Colorado",5013,5.3,40392,77261,95815
127,08077000601,MESA,"Census Tract 6.01, Mesa County, Colorado",4605,30.9,22036,41075,48649
128,08077001402,MESA,"Census Tract 14.02, Mesa County, Colorado",5699,2.2,38216,79976,94310
129,08077001600,MESA,"Census Tract 16, Mesa County, Colorado",3722,2,45856,89356,110041
130,08077001502,MESA,"Census Tract 15.02, Mesa County, Colorado",7616,7.3,38902,68864,100250
131,08077001703,MESA,"Census Tract 17.03, Mesa County, Colorado",4325,5.1,28441,63005,69736
132,08077001800,MESA,"Census Tract 18, Mesa County, Colorado",3039,17,29465,66484,74073
133,08077001702,MESA,"Census Tract 17.02, Mesa County, Colorado",4757,13.8,27926,46150,69152
134,08077001705,MESA,"Census Tract 17.05, Mesa County, Colorado",5765,24.8,21984,52042,56125
135,08077001200,MESA,"Census Tract 12, Mesa County, Colorado",2220,5,37573,85735,95756
136,08019014900,CLEAR CREEK,"Census Tract 149, Clear Creek County, Colorado",2533,7.4,34695,46888,68852
137,08053973100,HINSDALE,"Census Tract 9731, Hinsdale County, Colorado",857,9.8,33570,56339,74731
138,08015000401,CHAFFEE,"Census Tract 4.01, Chaffee County, Colorado",4954,8.9,29482,46326,64273
139,08015000402,CHAFFEE,"Census Tract 4.02, Chaffee County, Colorado",4110,7.4,22155,56048,70870
140,08015000100,CHAFFEE,"Census Tract 1, Chaffee County, Colorado",2768,13.2,28013,44899,65486
141,08015000200,CHAFFEE,"Census Tract 2, Chaffee County, Colorado",4607,11.4,32158,60051,72434
142,08015000300,CHAFFEE,"Census Tract 3, Chaffee County, Colorado",3118,8.1,38655,64300,78963
143,08111972600,SAN JUAN,"Census Tract 9726, San Juan County, Colorado",589,5.3,34502,54625,68152
144,08085966502,MONTROSE,"Census Tract 9665.02, Montrose County, Colorado",3737,10.8,33207,53506,74277
145,08085966601,MONTROSE,"Census Tract 9666.01, Montrose County, Colorado",5155,11.6,23192,51827,60428
146,08085966602,MONTROSE,"Census Tract 9666.02, Montrose County, Colorado",4641,7.8,41009,63892,96777
147,08085966201,MONTROSE,"Census Tract 9662.01, Montrose County, Colorado",2547,8.3,28949,60286,68791
148,08085966503,MONTROSE,"Census Tract 9665.03, Montrose County, Colorado",3773,19.8,22033,42500,53217
149,08085966501,MONTROSE,"Census Tract 9665.01, Montrose County, Colorado",3021,11,37857,73750,92355
150,08085966202,MONTROSE,"Census Tract 9662.02, Montrose County, Colorado",4211,18.5,20959,48686,54635
151,08085966100,MONTROSE,"Census Tract 9661, Montrose County, Colorado",2239,14.1,25475,46000,54906
152,08085966400,MONTROSE,"Census Tract 9664, Montrose County, Colorado",6513,15.6,27829,47269,64664
153,08085966300,MONTROSE,"Census Tract 9663, Montrose County, Colorado",5849,26.7,23719,38507,51864
154,08007940400,ARCHULETA,"Census Tract 9404, Archuleta County, Colorado",1298,7.6,31802,57586,68092
155,08007974200,ARCHULETA,"Census Tract 9742, Archuleta County, Colorado",5768,4.1,30336,59897,67039
156,08007974400,ARCHULETA,"Census Tract 9744, Archuleta County, Colorado",2640,20.9,33688,48854,84061
157,08007974300,ARCHULETA,"Census Tract 9743, Archuleta County, Colorado",3547,7.7,32138,43915,72127
158,08093000500,PARK,"Census Tract 5, Park County, Colorado",2702,10,40825,70744,90238
159,08093000400,PARK,"Census Tract 4, Park County, Colorado",1378,8.3,42803,76974,95056
160,08093000100,PARK,"Census Tract 1, Park County, Colorado",7051,4.3,33710,77781,85330
161,08093000300,PARK,"Census Tract 3, Park County, Colorado",2900,17.8,33952,55030,82793
162,08093000200,PARK,"Census Tract 2, Park County, Colorado",3836,2.9,38242,92500,93792
163,08001009606,ADAMS,"Census Tract 96.06, Adams County, Colorado",2758,16.6,26071,47065,64360
164,08001009320,ADAMS,"Census Tract 93.20, Adams County, Colorado",2643,10.5,21696,43214,50252
165,08001009409,ADAMS,"Census Tract 94.09, Adams County, Colorado",5473,1.7,53666,108977,125034
166,08001009322,ADAMS,"Census Tract 93.22, Adams County, Colorado",5296,11.9,25924,54190,78095
167,08001009607,ADAMS,"Census Tract 96.07, Adams County, Colorado",4796,15.4,26357,45789,65850
168,08001009304,ADAMS,"Census Tract 93.04, Adams County, Colorado",5756,9,34009,65102,90507
169,08001060200,ADAMS,"Census Tract 602, Adams County, Colorado",4157,4.7,41203,70000,98696
170,08001009325,ADAMS,"Census Tract 93.25, Adams County, Colorado",5515,5.1,49406,78440,110781
171,08069001601,LARIMER,"Census Tract 16.01, Larimer County, Colorado",1581,5.2,38016,68042,86153
172,08069001301,LARIMER,"Census Tract 13.01, Larimer County, Colorado",3509,8.8,34713,66078,82672
173,08069001114,LARIMER,"Census Tract 11.14, Larimer County, Colorado",2293,0.6,63515,136324,165648
174,08069001113,LARIMER,"Census Tract 11.13, Larimer County, Colorado",3688,5.6,42692,104242,120715
175,08069001107,LARIMER,"Census Tract 11.07, Larimer County, Colorado",5212,15.2,33671,62237,74707
176,08069001104,LARIMER,"Census Tract 11.04, Larimer County, Colorado",6099,23.3,27189,59773,66208
177,08069001112,LARIMER,"Census Tract 11.12, Larimer County, Colorado",4675,12.6,39472,79300,108316
178,08069001010,LARIMER,"Census Tract 10.10, Larimer County, Colorado",2898,11.1,54300,101042,131089
179,08069001007,LARIMER,"Census Tract 10.07, Larimer County, Colorado",3553,9.9,39298,56625,83303
180,08069000300,LARIMER,"Census Tract 3, Larimer County, Colorado",2779,7.4,43125,95731,102494
181,08069002700,LARIMER,"Census Tract 27, Larimer County, Colorado",6321,5.3,36732,77718,93755
182,08069002600,LARIMER,"Census Tract 26, Larimer County, Colorado",7794,5.2,46275,102404,125321
183,08001015000,ADAMS,"Census Tract 150, Adams County, Colorado",2984,17.9,21804,47566,51856
184,08001008538,ADAMS,"Census Tract 85.38, Adams County, Colorado",8171,5.1,37885,112214,126339
185,08001009326,ADAMS,"Census Tract 93.26, Adams County, Colorado",2817,3.5,40933,79193,99039
186,08001009206,ADAMS,"Census Tract 92.06, Adams County, Colorado",2340,13.9,33583,76087,90484
187,08001008546,ADAMS,"Census Tract 85.46, Adams County, Colorado",3926,6.3,36915,87241,106880
188,08001008526,ADAMS,"Census Tract 85.26, Adams County, Colorado",6915,6.4,40906,88829,104755
189,08001008901,ADAMS,"Census Tract 89.01, Adams County, Colorado",2800,17.8,17668,59286,62721
190,08001009608,ADAMS,"Census Tract 96.08, Adams County, Colorado",3225,7,37073,77574,88398
191,08001009604,ADAMS,"Census Tract 96.04, Adams County, Colorado",4499,12.5,28463,53388,67276
192,08001009202,ADAMS,"Census Tract 92.02, Adams County, Colorado",4554,14.6,21135,58235,64792
193,08001008801,ADAMS,"Census Tract 88.01, Adams County, Colorado",5160,23.5,18660,50804,59360
194,08001009401,ADAMS,"Census Tract 94.01, Adams County, Colorado",5406,6.2,27939,64742,79436
195,08001009406,ADAMS,"Census Tract 94.06, Adams County, Colorado",4586,4.5,32547,76261,84089
196,08001008542,ADAMS,"Census Tract 85.42, Adams County, Colorado",9823,2.7,36527,99878,114416
197,08001008536,ADAMS,"Census Tract 85.36, Adams County, Colorado",3495,2.3,42097,119333,132738
198,08001008539,ADAMS,"Census Tract 85.39, Adams County, Colorado",11059,4.4,31724,94482,105985
199,08001009327,ADAMS,"Census Tract 93.27, Adams County, Colorado",4435,18.7,34393,71215,95965
200,08001009207,ADAMS,"Census Tract 92.07, Adams County, Colorado",4760,7.9,25772,65369,74695
201,08001008548,ADAMS,"Census Tract 85.48, Adams County, Colorado",1639,8.7,39026,93958,101285
202,08001060100,ADAMS,"Census Tract 601, Adams County, Colorado",7879,7.8,41316,107193,131399
203,08001009410,ADAMS,"Census Tract 94.10, Adams County, Colorado",3064,1.5,52011,116383,133239
204,08001008802,ADAMS,"Census Tract 88.02, Adams County, Colorado",5396,21.2,17505,49815,68052
205,08001008529,ADAMS,"Census Tract 85.29, Adams County, Colorado",7446,10.1,32747,67846,71003
206,08001008534,ADAMS,"Census Tract 85.34, Adams County, Colorado",4946,2.4,29199,96540,101500
207,08001009103,ADAMS,"Census Tract 91.03, Adams County, Colorado",4435,13.8,16487,51977,59455
208,08001008603,ADAMS,"Census Tract 86.03, Adams County, Colorado",1937,34.8,18447,40313,45204
209,08001009408,ADAMS,"Census Tract 94.08, Adams County, Colorado",4754,1,50363,107093,131787
210,08001008524,ADAMS,"Census Tract 85.24, Adams County, Colorado",9158,7.9,39323,111049,130439
211,08001008508,ADAMS,"Census Tract 85.08, Adams County, Colorado",5672,5.5,31782,82472,91963
212,08001008401,ADAMS,"Census Tract 84.01, Adams County, Colorado",4978,10.7,32804,70694,92655
213,08001008523,ADAMS,"Census Tract 85.23, Adams County, Colorado",9226,9.6,37550,105282,111419
214,08001008402,ADAMS,"Census Tract 84.02, Adams County, Colorado",5141,2,34799,85673,103910
215,08069002802,LARIMER,"Census Tract 28.02, Larimer County, Colorado",6616,8.4,40571,62846,86088
216,08069002503,LARIMER,"Census Tract 25.03, Larimer County, Colorado",2666,6.3,41333,79208,96583
217,08069001608,LARIMER,"Census Tract 16.08, Larimer County, Colorado",6411,4.7,54528,138553,172569
218,08069001607,LARIMER,"Census Tract 16.07, Larimer County, Colorado",3892,3.1,40785,104875,112916
219,08125963100,YUMA,"Census Tract 9631, Yuma County, Colorado",4422,14.5,31730,53735,76675
220,08001008547,ADAMS,"Census Tract 85.47, Adams County, Colorado",3663,3.6,28890,83733,90566
221,08001008543,ADAMS,"Census Tract 85.43, Adams County, Colorado",9090,4.3,32776,84250,102192
222,08001008544,ADAMS,"Census Tract 85.44, Adams County, Colorado",5729,4.5,41828,124511,133507
223,08001008545,ADAMS,"Census Tract 85.45, Adams County, Colorado",7138,2.3,39400,109850,123246
224,08001060000,ADAMS,"Census Tract 600, Adams County, Colorado",6338,3.9,45988,113472,130073
225,08001061200,ADAMS,"Census Tract 612, Adams County, Colorado",2795,2.3,47245,136477,153344
226,08001008549,ADAMS,"Census Tract 85.49, Adams County, Colorado",4022,18.7,31206,93598,93665
227,08001008551,ADAMS,"Census Tract 85.51, Adams County, Colorado",1569,2,48759,146364,163150
228,08069001606,LARIMER,"Census Tract 16.06, Larimer County, Colorado",3645,9.4,42504,77664,104515
229,08069000505,LARIMER,"Census Tract 5.05, Larimer County, Colorado",3768,38.9,19547,41058,49995
230,08069000202,LARIMER,"Census Tract 2.02, Larimer County, Colorado",2435,12.3,50245,79833,114003
231,08069001307,LARIMER,"Census Tract 13.07, Larimer County, Colorado",4571,10.2,39015,74688,94229
232,08069002801,LARIMER,"Census Tract 28.01, Larimer County, Colorado",3507,9.4,50299,71628,94902
233,08069001808,LARIMER,"Census Tract 18.08, Larimer County, Colorado",4665,5.4,49935,95373,120704
234,08069001605,LARIMER,"Census Tract 16.05, Larimer County, Colorado",6220,8.4,37000,93661,106817
235,08069002502,LARIMER,"Census Tract 25.02, Larimer County, Colorado",12151,5.8,37442,91713,112172
236,08069002501,LARIMER,"Census Tract 25.01, Larimer County, Colorado",11250,2.8,52755,124716,151944
237,08069002011,LARIMER,"Census Tract 20.11, Larimer County, Colorado",5188,6,50971,96208,124114
238,08001008550,ADAMS,"Census Tract 85.50, Adams County, Colorado",8220,2.8,33670,93192,100415
239,08001008541,ADAMS,"Census Tract 85.41, Adams County, Colorado",6241,1.2,56151,125673,157051
240,08001008540,ADAMS,"Census Tract 85.40, Adams County, Colorado",8029,1.4,40475,109390,123050
241,08001008535,ADAMS,"Census Tract 85.35, Adams County, Colorado",3883,4.4,29298,87478,91485
242,08001008537,ADAMS,"Census Tract 85.37, Adams County, Colorado",6846,8.2,32606,91808,111461
243,08001008606,ADAMS,"Census Tract 86.06, Adams County, Colorado",6120,10.3,34857,57257,80129
244,08001988700,ADAMS,"Census Tract 9887, Adams County, Colorado",0,0,0,0,0
245,08001009104,ADAMS,"Census Tract 91.04, Adams County, Colorado",6355,16.5,27267,72917,82183
246,08069002010,LARIMER,"Census Tract 20.10, Larimer County, Colorado",2565,3.3,50794,118558,133288
247,08069001809,LARIMER,"Census Tract 18.09, Larimer County, Colorado",11434,4.8,36438,86104,96577
248,08069001709,LARIMER,"Census Tract 17.09, Larimer County, Colorado",17875,8,47704,93875,120315
249,08069001708,LARIMER,"Census Tract 17.08, Larimer County, Colorado",4645,5.9,37373,71625,107781
250,08069001308,LARIMER,"Census Tract 13.08, Larimer County, Colorado",5737,4.6,48935,100332,127973
251,08069000802,LARIMER,"Census Tract 8.02, Larimer County, Colorado",1305,13.6,31312,57621,74381
252,08069000801,LARIMER,"Census Tract 8.01, Larimer County, Colorado",1576,12.8,41066,63512,91529
253,08069000506,LARIMER,"Census Tract 5.06, Larimer County, Colorado",3243,27.2,23294,49523,63148
254,08069000504,LARIMER,"Census Tract 5.04, Larimer County, Colorado",2996,42.7,22620,38039,50673
255,08069000503,LARIMER,"Census Tract 5.03, Larimer County, Colorado",6379,45.9,22041,30482,53666
256,08069000402,LARIMER,"Census Tract 4.02, Larimer County, Colorado",2528,20.6,35376,42191,80566
257,08069000401,LARIMER,"Census Tract 4.01, Larimer County, Colorado",1972,18.6,32969,63068,75002
258,08069000201,LARIMER,"Census Tract 2.01, Larimer County, Colorado",2923,33.4,31106,39760,66606
259,08069001902,LARIMER,"Census Tract 19.02, Larimer County, Colorado",4455,5.4,32571,55625,71245
260,08001008604,ADAMS,"Census Tract 86.04, Adams County, Colorado",5254,3.9,24384,76477,84529
261,08001008605,ADAMS,"Census Tract 86.05, Adams County, Colorado",4278,9.7,30675,76767,89958
262,08001009553,ADAMS,"Census Tract 95.53, Adams County, Colorado",3760,14.1,27004,67321,77779
263,08001008706,ADAMS,"Census Tract 87.06, Adams County, Colorado",6056,22.7,16114,52768,55637
264,08001009101,ADAMS,"Census Tract 91.01, Adams County, Colorado",4639,12.3,23510,62183,73022
265,08001009002,ADAMS,"Census Tract 90.02, Adams County, Colorado",10038,17.8,26044,62083,79820
266,08069002007,LARIMER,"Census Tract 20.07, Larimer County, Colorado",3681,8.9,32544,53712,65545
